"","Type","positive","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","Sensitivity","Specificity","Pos_Pred_Value","Neg_Pred_Value","Precision","Recall","F1","Prevalence","Detection_Rate","Detection_Prevalence","Balanced_Accuracy","Size","AUC"
"39","angryLove","0",0.668375607123583,0.336751214247167,0.652954867576746,0.683530362824242,0.5,2.36016021695956e-95,0.0769700855963242,0.651376146788991,0.685375067458176,0.674301675977654,0.662839248434238,0.674301675977654,0.651376146788991,0.662640680757617,0.5,0.325688073394495,0.483000539665407,0.668375607123583,7414,0.668375607123583
"40","angryLove","0",0.653264975715057,0.306529951430113,0.63769102022367,0.668596847884064,0.5,4.17867158770749e-79,0.219656367537433,0.641122504047491,0.665407447382623,0.657079646017699,0.649631190727081,0.657079646017699,0.641122504047491,0.64900300464354,0.5,0.320561252023745,0.487857528332434,0.653264975715057,7414,0.653264975715057
"41","hahaLove","0",0.673842195540309,0.347684391080618,0.66524744794946,0.682350074134878,0.5,4.23011985296448e-315,6.66125089256875e-29,0.6147512864494,0.732933104631218,0.697140634117876,0.655468630158,0.697140634117876,0.6147512864494,0.653358855163613,0.5,0.3073756432247,0.440909090909091,0.673842195540309,23320,0.673842195540309
"42","hahaLove","0",0.684219554030875,0.36843910806175,0.675694433293583,0.692652614996038,0.5,0,9.91798670828986e-25,0.630703259005146,0.737735849056604,0.70630042258932,0.666408428881314,0.70630042258932,0.630703259005146,0.666364624864081,0.5,0.315351629502573,0.446483704974271,0.684219554030875,23320,0.684219554030875
"43","hahaLove","0",0.680017152658662,0.360034305317324,0.671463256978096,0.688481090738784,0.5,0,1.24133390792992e-22,0.628644939965695,0.731389365351629,0.700630854521124,0.663244672577384,0.700630854521124,0.628644939965695,0.662688726154959,0.5,0.314322469982847,0.448627787307033,0.680017152658662,23320,0.680017152658662
"44","hahaLove","0",0.681046312178388,0.362092624356775,0.672499390128506,0.689502761825977,0.5,0,5.49354918058501e-27,0.624699828473413,0.737392795883362,0.704040208776339,0.662710035455526,0.704040208776339,0.624699828473413,0.66200127238026,0.5,0.312349914236707,0.443653516295026,0.681046312178388,23320,0.681046312178388
"45","hahaLove","0",0.674528301886792,0.349056603773585,0.665938010040327,0.68303138157589,0.5,1.25560706883109e-317,2.50372690156887e-26,0.618353344768439,0.730703259005146,0.696618357487923,0.656900539707016,0.696618357487923,0.618353344768439,0.655156746933212,0.5,0.30917667238422,0.443825042881647,0.674528301886792,23320,0.674528301886792
"46","hahaLove","0",0.674614065180103,0.349228130360206,0.666024331760599,0.683116543546807,0.5,6.05555017284845e-318,1.75261383043806e-31,0.61286449399657,0.736363636363636,0.699217221135029,0.655419847328244,0.699217221135029,0.61286449399657,0.653199268738574,0.5,0.306432246998285,0.438250428816467,0.674614065180103,23320,0.674614065180103
"47","hahaLove","0",0.67590051457976,0.35180102915952,0.667319196532828,0.684393934134454,0.5,1.03753785626662e-322,1.71961802466597e-23,0.623156089193825,0.728644939965695,0.696644295302013,0.65911559348332,0.696644295302013,0.623156089193825,0.657854232684473,0.5,0.311578044596913,0.447255574614065,0.67590051457976,23320,0.67590051457976
"48","hahaLove","0",0.67598627787307,0.351972555746141,0.66740552345188,0.684479090905527,0.5,4.94065645841247e-323,8.92797064618945e-32,0.614065180102916,0.737907375643225,0.700861393891934,0.656593406593407,0.700861393891934,0.614065180102916,0.654598646918998,0.5,0.307032590051458,0.438078902229846,0.67598627787307,23320,0.67598627787307
"49","hahaLove","0",0.681303602058319,0.362607204116638,0.672758430826455,0.689758172185851,0.5,0,1.77541864059856e-33,0.618181818181818,0.74442538593482,0.707499018453082,0.660980810234542,0.707499018453082,0.618181818181818,0.659831563529843,0.5,0.309090909090909,0.436878216123499,0.681303602058319,23320,0.681303602058319
"50","hahaLove","0",0.670840480274443,0.341680960548885,0.662226482040378,0.679369110793049,0.5,3.60475286742016e-304,1.20962043507215e-27,0.61286449399657,0.728816466552316,0.693247962747381,0.653089455886874,0.693247962747381,0.61286449399657,0.650582665695557,0.5,0.306432246998285,0.442024013722127,0.670840480274443,23320,0.670840480274443
"51","hahaWow","0",0.643843725335438,0.287687450670876,0.630481390542276,0.657040185398664,0.5,1.08496834483416e-94,2.82544734826955e-10,0.590765588003157,0.696921862667719,0.660927152317881,0.630039243667499,0.660927152317881,0.590765588003157,0.623879974994791,0.5,0.295382794001579,0.446921862667719,0.643843725335438,10137,0.643843725335438
"52","hahaWow","0",0.654104183109708,0.308208366219416,0.640824057925665,0.667206589955798,0.5,1.36976279977214e-108,0.00034017005024101,0.624309392265193,0.683898973954223,0.663869072597566,0.645437616387337,0.663869072597566,0.624309392265193,0.643481797844214,0.5,0.312154696132597,0.470205209155485,0.654104183109708,10137,0.654104183109708
"53","hahaWow","0",0.65568271507498,0.31136543014996,0.642415831259091,0.668770058227345,0.5,8.09113558257833e-111,5.40863954805581e-11,0.601420678768745,0.709944751381215,0.674634794156706,0.640441438234247,0.674634794156706,0.601420678768745,0.63592739411642,0.5,0.300710339384373,0.445737963693765,0.65568271507498,10137,0.65568271507498
"54","hahaWow","0",0.652722967640095,0.305445935280189,0.639431386908557,0.6658384245163,0.5,1.16642024908604e-106,3.83061223149938e-07,0.610497237569061,0.694948697711129,0.666810344827586,0.640829694323144,0.666810344827586,0.610497237569061,0.637412443345694,0.5,0.30524861878453,0.457774269928966,0.652722967640095,10137,0.652722967640095
"55","hahaWow","0",0.650552486187845,0.301104972375691,0.637243149396794,0.663688204642232,0.5,1.15532615682997e-103,1.71601055841834e-07,0.606945540647198,0.694159431728492,0.664937310851708,0.638475499092559,0.664937310851708,0.606945540647198,0.634619352176604,0.5,0.303472770323599,0.456393054459353,0.650552486187845,10137,0.650552486187845
"56","hahaWow","0",0.660023677979479,0.320047355958958,0.646794033293511,0.673068770270156,0.5,4.50902943184369e-117,4.70978153134027e-06,0.622336227308603,0.697711128650355,0.673068715322236,0.648807339449541,0.673068715322236,0.622336227308603,0.646709042444125,0.5,0.311168113654302,0.462312549329124,0.660023677979479,10137,0.660023677979479
"57","hahaWow","0",0.658050513022889,0.316101026045778,0.644803790980496,0.671114960791852,0.5,3.30810223075728e-114,4.32818405494208e-08,0.612865035516969,0.703235990528808,0.673752711496746,0.644951140065147,0.673752711496746,0.612865035516969,0.641868154577392,0.5,0.306432517758485,0.45481452249408,0.658050513022889,10137,0.658050513022889
"58","hahaWow","0",0.656077348066298,0.312154696132597,0.642813799535189,0.669160900342427,0.5,2.2236390197564e-111,1.66362037982234e-06,0.616416732438832,0.695737963693765,0.669524217745392,0.644606946983547,0.669524217745392,0.616416732438832,0.641873844257243,0.5,0.308208366219416,0.460339384372534,0.656077348066298,10137,0.656077348066298
"59","hahaWow","0",0.659431728492502,0.318863456985004,0.646196934196289,0.672482653840961,0.5,3.29404342211891e-116,7.13968756986968e-05,0.626677190213102,0.692186266771902,0.670608108108108,0.64962962962963,0.670608108108108,0.626677190213102,0.647898816809466,0.5,0.313338595106551,0.4672454617206,0.659431728492502,10137,0.659431728492502
"60","hahaWow","0",0.641673243883189,0.283346487766377,0.6282943680015,0.654888750093809,0.5,7.01278429809783e-92,2.7607269083107e-07,0.5982636148382,0.685082872928177,0.65514261019879,0.630355846042121,0.65514261019879,0.5982636148382,0.625412541254125,0.5,0.2991318074191,0.456590370955012,0.641673243883189,10137,0.641673243883189
"61","hahaSad","0",0.621059268600252,0.242118537200504,0.596662337186237,0.645007077779421,0.5,2.1356116315336e-22,0.221055787410984,0.601513240857503,0.640605296343001,0.625984251968504,0.616504854368932,0.625984251968504,0.601513240857503,0.613504823151125,0.5,0.300756620428752,0.480453972257251,0.621059268600252,3174,0.621059268600252
"62","hahaSad","0",0.619167717528373,0.238335435056747,0.594751297472243,0.643142040108974,0.5,9.39606461842355e-22,0.967543493885915,0.617906683480454,0.620428751576293,0.619469026548673,0.618867924528302,0.619469026548673,0.617906683480454,0.618686868686869,0.5,0.308953341740227,0.498738965952081,0.619167717528373,3174,0.619167717528373
"63","hahaSad","0",0.609079445145019,0.218158890290038,0.584565539123767,0.633188713151717,0.5,1.69971706472608e-18,0.0490809999639979,0.577553593947037,0.640605296343001,0.616419919246299,0.602609727164887,0.616419919246299,0.577553593947037,0.596354166666667,0.5,0.288776796973518,0.468474148802018,0.609079445145019,3174,0.609079445145019
"64","hahaSad","0",0.608448928121059,0.216897856242118,0.583929287927377,0.6325662712005,0.5,2.6562793114276e-18,0.228644262341077,0.58890290037831,0.627994955863808,0.612860892388451,0.604368932038835,0.612860892388451,0.58890290037831,0.60064308681672,0.5,0.294451450189155,0.480453972257251,0.608448928121059,3174,0.608448928121059
"65","hahaSad","0",0.614754098360656,0.229508196721312,0.590293694918043,0.638788794040794,0.5,2.71692026571336e-20,0.224873729896024,0.595208070617907,0.634300126103405,0.619422572178478,0.610436893203884,0.619422572178478,0.595208070617907,0.607073954983923,0.5,0.297604035308953,0.480453972257251,0.614754098360656,3174,0.614754098360656
"66","hahaSad","0",0.619167717528373,0.238335435056747,0.594751297472243,0.643142040108974,0.5,9.39606461842355e-22,0.714212255911691,0.62547288776797,0.612862547288777,0.617683686176837,0.620689655172414,0.617683686176837,0.62547288776797,0.621553884711779,0.5,0.312736443883985,0.506305170239596,0.619167717528373,3174,0.619167717528373
"67","hahaSad","0",0.610340479192938,0.220680958385876,0.585838167593206,0.634433470869648,0.5,6.90514924850315e-19,0.601018310170231,0.601513240857503,0.619167717528373,0.612323491655969,0.608426270136307,0.612323491655969,0.601513240857503,0.606870229007634,0.5,0.300756620428752,0.491172761664565,0.610340479192938,3174,0.610340479192938
"68","hahaSad","0",0.591424968474149,0.182849936948298,0.566766260768598,0.615744570739503,0.5,1.70971041529931e-13,0.223301880282728,0.57124842370744,0.611601513240858,0.59526938239159,0.587878787878788,0.59526938239159,0.57124842370744,0.583011583011583,0.5,0.28562421185372,0.479823455233291,0.591424968474149,3174,0.591424968474149
"69","hahaSad","0",0.614123581336696,0.228247162673392,0.589657064268438,0.638166731874969,0.5,4.34739369796023e-20,0.21016905065367,0.634300126103405,0.593947036569987,0.60969696969697,0.61892247043364,0.60969696969697,0.634300126103405,0.621755253399258,0.5,0.317150063051702,0.520176544766709,0.614123581336696,3174,0.614123581336696
"70","hahaSad","0",0.622320302648172,0.244640605296343,0.597936577348712,0.646250222335521,0.5,7.84900284406844e-23,0.623916881070918,0.614123581336696,0.630517023959647,0.624358974358974,0.620347394540943,0.624358974358974,0.614123581336696,0.619198982835346,0.5,0.307061790668348,0.491803278688525,0.622320302648172,3174,0.622320302648172
"71","wowSad","0",0.755281690140845,0.51056338028169,0.743254827491988,0.767016395312355,0.5,6.56643876075302e-306,0.000367488998715786,0.780125195618153,0.730438184663537,0.743197912784197,0.768629065459037,0.743197912784197,0.780125195618153,0.761213972132086,0.5,0.390062597809077,0.524843505477308,0.755281690140845,10226,0.755281690140845
"72","wowSad","0",0.764671361502347,0.529342723004695,0.752795711369275,0.776244064096537,0.5,0,0.564189474908645,0.768779342723005,0.76056338028169,0.762514551804424,0.766863905325444,0.762514551804424,0.768779342723005,0.765634132086499,0.5,0.384389671361502,0.504107981220657,0.764671361502347,10226,0.764671361502347
"73","wowSad","0",0.754694835680751,0.509389671361502,0.742658777603995,0.766439410449949,0.5,1.92264755290421e-304,0.0256883597071142,0.770344287949922,0.739045383411581,0.746965098634294,0.762924071082391,0.746965098634294,0.770344287949922,0.758474576271186,0.5,0.385172143974961,0.515649452269171,0.754694835680751,10226,0.754694835680751
"74","wowSad","0",0.767214397496088,0.534428794992175,0.755381048161179,0.778741875849396,0.5,0,0.663687078424515,0.764084507042254,0.770344287949922,0.768897637795276,0.765552099533437,0.768897637795276,0.764084507042254,0.766483516483516,0.5,0.382042253521127,0.496870109546166,0.767214397496088,10226,0.767214397496088
"75","wowSad","0",0.762715179968701,0.525430359937402,0.750807385767514,0.774322275095078,0.5,0,0.0580899039560189,0.775821596244131,0.749608763693271,0.75600457491422,0.769787063077541,0.75600457491422,0.775821596244131,0.765784900559954,0.5,0.387910798122066,0.51310641627543,0.762715179968701,10226,0.762715179968701
"76","wowSad","0",0.757433489827856,0.514866979655712,0.745440598158881,0.769131751858684,0.5,2.5380073390119e-311,0.0287678605974675,0.772691705790297,0.742175273865415,0.749810174639332,0.765536723163842,0.749810174639332,0.772691705790297,0.761078998073218,0.5,0.386345852895149,0.515258215962441,0.757433489827856,10226,0.757433489827856
"77","wowSad","0",0.77151799687011,0.543035993740219,0.759757573368013,0.782967600856579,0.5,0,0.169059071931652,0.780907668231612,0.762128325508607,0.766513056835638,0.776714513556619,0.766513056835638,0.780907668231612,0.773643410852713,0.5,0.390453834115806,0.509389671361502,0.77151799687011,10226,0.77151799687011
"78","wowSad","0",0.767214397496088,0.534428794992175,0.755381048161179,0.778741875849396,0.5,0,0.212578054333035,0.775821596244131,0.758607198748044,0.762692307692308,0.771894904458599,0.762692307692308,0.775821596244131,0.769200930954228,0.5,0.387910798122066,0.508607198748044,0.767214397496088,10226,0.767214397496088
"79","wowSad","0",0.7660406885759,0.5320813771518,0.754187743309814,0.777589112204127,0.5,0,0.0601730438938627,0.778951486697966,0.753129890453834,0.759344012204424,0.773092369477912,0.759344012204424,0.778951486697966,0.769022788721514,0.5,0.389475743348983,0.512910798122066,0.7660406885759,10226,0.7660406885759
"80","wowSad","0",0.764866979655712,0.529733959311424,0.752994562755862,0.776436224154246,0.5,0,0.11265045996235,0.775821596244131,0.753912363067293,0.759188361408882,0.7708,0.759188361408882,0.775821596244131,0.767414860681115,0.5,0.387910798122066,0.510954616588419,0.764866979655712,10226,0.764866979655712
"81","wowHaha","0",0.636937647987372,0.273875295974743,0.62352370098666,0.65019369053423,0.5,6.63490874054431e-86,1.56066391652318e-09,0.585635359116022,0.688239936858721,0.65259454705365,0.62419470293486,0.65259454705365,0.585635359116022,0.617304492512479,0.5,0.292817679558011,0.44869771112865,0.636937647987372,10137,0.636937647987372
"82","wowHaha","0",0.653906866614049,0.307813733228098,0.640625097466547,0.667011145209798,0.5,2.59133030848925e-108,0.000760736124461405,0.625887924230466,0.681925808997632,0.66304347826087,0.645739910313901,0.66304347826087,0.625887924230466,0.643930166463662,0.5,0.312943962115233,0.471981057616417,0.653906866614049,10137,0.653906866614049
"83","wowHaha","0",0.666732438831886,0.333464877663773,0.653562747981484,0.679709830871643,0.5,4.22288073438501e-127,4.16752983819856e-07,0.625493291239148,0.707971586424625,0.681720430107527,0.654028436018957,0.681720430107527,0.625493291239148,0.652397612677506,0.5,0.312746645619574,0.458760852407261,0.666732438831886,10137,0.666732438831886
"84","wowHaha","0",0.646803472770324,0.293606945540647,0.633464169790323,0.659973484855467,0.5,1.34965415167781e-98,0.00268416154933065,0.621546961325967,0.67205998421468,0.654613466334165,0.639744552967693,0.654613466334165,0.621546961325967,0.637651821862348,0.5,0.310773480662983,0.474743488555643,0.646803472770324,10137,0.646803472770324
